,Unnamed: 0,state,newspaper,link,title,story
60,60,CA,www.mercurynews.com,https://www.mercurynews.com/2018/08/17/study-1-in-7-canadian-cannabis-users-admits-to-high-driving/,Study: 1 in 7 Canadian cannabis users admits to high driving,"By Amanda Coletta | Washington Post

TORONTO – With two months to go before recreational cannabis is legalized in Canada on Oct. 17, new data from the country’s national statistics agency is stoking fears about drugged driving and raising questions about the ability of law enforcement officials to detect impairment.

According to Statistics Canada data released last week, 1 in 7 cannabis users with a valid driver’s license has hopped behind the wheel within two hours of consuming the drug at least once within the past three months.

Start your day with the news you need from the Bay Area and beyond.

Sign up for our Morning Report weekday newsletter.

Other surveys from Health Canada and Public Safety Canada in 2017 also revealed that large percentages of Canadians are driving after consuming marijuana. In fact, 1 in 10 respondents of the latter survey said they believed cannabis makes a person “a more careful driver” – a conviction refuted by science.

But while Mothers Against Drunk Driving Canada described the Statistics Canada numbers as “alarming,” others say the survey data tells only part of the story since it does not indicate that those who drove after smoking were actually impaired.

Identifying marijuana impairment is a major issue that has beguiled Canadian lawmakers since the Liberal government of Prime Minister Justin Trudeau first introduced legislation to legalize the drug in April 2017.

Their attempt to do so is represented by Bill C-46, which overhauled Canada’s impaired driving laws. Under the legislation, drivers with two to five nanograms of tetrahydrocannabinol (THC) – the main psychoactive ingredient in cannabis – per milliliter of blood will face charges, which could result in hefty fines. Drivers exceeding the five-nanogram limit, or with both THC and alcohol in their systems, will face stiffer penalties, including up to 10 years in prison.

The problem, according to Rob De Luca, the director of the Canadian Civil Liberties Association’s public safety programs, is “that the link between THC levels and impairment is quite loose.”

Cannabis is unlike alcohol, which can be easily and accurately measured by a person’s blood alcohol content levels, experts say. Cannabis metabolizes differently, and factors ranging from body fat levels to personal history with the drug to how it was ingested affect whether a driver is impaired by it.

“Peak impairment does not occur when THC concentration in the blood is at or near peak levels,” a U.S. National Highway Traffic Safety Administration report to Congress in 2017 found. “In contrast to the situation with alcohol, someone can show little or no impairment at a THC level at which someone else may show a greater degree of impairment.”

An annex to Bill C-46 made the same point, noting, “the science is unable to provide general guidance to drivers about how much cannabis can be consumed before it is unsafe to drive or before the proposed levels would be exceeded.”

Habitual users of the drug and those who ingest it for medicinal purposes are likely to have high THC levels days or even weeks after they last consumed marijuana and long after experiencing its psychoactive effects, De Luca said. Some studies show that even people exposed to second-hand marijuana smoke can test positive for THC.

“There is a very real danger that someone who is not impaired will get caught up in the criminal justice system,” said De Luca, who anticipates Bill C-46 will face a barrage of legal challenges.

Justice Minister Jody Wilson-Raybould defended the rules earlier this year. “Until we have definitive scientific evidence around what is a safe level, we’re proceeding on a precautionary basis, saying there is no safe level,” she told the Globe and Mail.

Bill C-46 also grants police officers with reasonable suspicion that a driver is impaired new powers to administer roadside saliva tests, which determine whether a specific drug may be present in a driver’s system. The results are not admissible in court, but failing a test will spur arrest and further examinations at a police station.

Experts say that these tests and the devices used to carry them out are also riddled with problems. The NHTSA report found that “the accuracy and reliability of these devices has not yet been clearly established.”

A bill that would allow police in Vermont to use roadside saliva tests failed earlier this year because of these concerns.

Questions also have been raised about the ability of the devices, which require internal temperatures of at least 4 degrees Celsius (about 39 degrees Fahrenheit) to work, to function given Canada’s climate. A Public Safety Canada pilot study that tested some of these devices found that in 17 percent of cases where the device malfunctioned, temperature was responsible.

Related Articles Marijuana, at least certain forms of it, is for pets too

California lawmakers kill bill to create state-backed pot bank

California could reshape marijuana rules as nation’s biggest legal market struggles

Football recruit pleads with college coaches to see past his medical cannabis medication

Outside Lands: A tour of the new pot-themed ‘Grass Lands’ area De Luca said the federal government should focus more on training drug-recognition experts – officers with specialized training to spot impaired drivers – than on THC limits.

Last month, the Canadian Association of Chiefs of Police said that it is unlikely to reach its goal of having 2,000 trained drug-recognition experts when cannabis becomes legal in October."
61,61,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/pot-in-california/,Weed in California News,"Businesses selling marijuana have become targets for thieves, in part because they are can’t use federally regulated banks and are forced to carry large amounts of cash. The industry is lobbying for a change in federal banking laws, but lacks clout on Capitol Hill."
62,62,CA,www.fresnobee.com,https://www.fresnobee.com/news/article216979400.html,Marijuana poisoning cases in dogs on the rise | The Fresno Bee,
63,63,CA,www.fresnobee.com,https://www.fresnobee.com/opinion/opn-columns-blogs/marek-warszawski/article213624169.html,Demonization of marijuana has gone up in smoke,A jar of marijuana buds grown by a Fresno couple sits on the windowsill of their Fresno home. California is among nine states where recreational marijuana sales and use is legal. John Walker jwalker@fresnobee.com
64,64,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/pot-in-california/article214031499.html,"Appellate court: Fresno County can't fine pot grower $99,000","Three years ago, a Superior Court judge criticized Fresno County’s medical marijuana cultivation ban, ruling that a $99,000 fine could not be imposed on a Laton man who got rid of his plants before sheriff's deputies could cite him.

Undeterred, lawyers hired by the county appealed Judge Dale Ikeda's ruling.

On Thursday, the 5th District Court of Appeal in Fresno sided with Ikeda, saying the $99,000 fine against Xiongh Thao could not be imposed.

""Mindboggling,"" Fresno attorney Brenda Linder said of the county's insistence on spending taxpayer money on an ordinance that two judges have now ruled lacks due process.

SIGN UP

Be the first to know. No one covers what is happening in our community better than we do. And with a digital subscription, you'll never miss a local story. SIGN ME UP!

Linder represents Thao, who was growing 99 medical marijuana plants on his property in Laton when sheriff's deputies showed up on March 3, 2014, saw the marijuana plants, and advised him that as of Feb. 7, 2014, it was illegal for anyone to grow or cultivate marijuana in the county.

""The deputies then left the property and Thao immediately removed and destroyed the plants,"" the appellate ruling says.

Three days later, sheriff's deputies returned to Thao's property and served him with a citation even though his plants were destroyed, the appellate ruling says. The Fresno County Board of Supervisors later fined Thao $1,000 per plant under the county ordinance, which the Board of Supervisors adopted in January 2014.

In his ruling in June 2015, Ikeda said Thao should not have been fined, saying the county's ordinance allows 15 days for removal of the plants.

In its appeal, the county argued that the fines ""are intended to punish the violators whether or not the nuisance is abated within a reasonable time."" The county also said the $1,000 per plant penalty is determined on the date of the inspection and ""can be imposed regardless of when the nuisance was abated.""

But the appellate court said the state's Government Code required the county to give Thao ""a reasonable time to abate the nuisance before imposing the fine."" Further, the justices said, the citation given to Thao ""clearly stated he had 15 days to abate the nuisance before penalties would be imposed and that the penalties would be assessed only if Thao failed to take action to cure the violation.""

In addition, the county argued the fine was justified because Thao's plants were an ""immediate threat to public safety."" But the appellate court noted that the deputies went to Thao's property, saw the plants and left. ""This apparent lack of urgency is inconsistent with an immediate threat to public health and safety,"" the ruling says. ""If the deputies considered the threat immediate, they could have summarily abated the nuisance.""

SHARE COPY LINK Budtender Danny Cress gives a crash course in recreational marijuana, legal in California as of Jan. 1.

The county's spokesman, Jordan Scott, said county officials ""respectfully disagree"" with the appellate ruling. Scott said the county has not decided whether to appeal the ruling by Presiding Justice Brad Hill and Justices Herbert Levy and Jennifer Detjen.

Scott noted the the ruling only applies to Thao's case and the county has since amended its ordinance.

""The ruling does not have implications for how the administrative fines under county ordinances are to be assessed,"" Scott said. The appellate ruling also does not overturn any existing ban under the county's medical marijuana ordinance, Scott said."
65,65,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/article213195949.html,Fresno marijuana operations tax going to November 2018 vote,"Fresno City Council puts cannabis business tax measure on ballot

The Fresno City Council voted Thursday, June 14, 2018 to put a cannabis business tax license measure on the November ballot."
66,66,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/pot-in-california/article211813819.html,buyers' personal info,"California recreational marijuana dispensaries are collecting customers' personal information – including government identification documents as well as what products they buy – even though the record keeping is not part of Proposition 64, the state law voters approved in November 2016.

Collection of the data raises concerns for some because it remains unclear how the federal government intends to respond to marijuana legalization, since the herb remains a controlled substance in U.S. statutes.

In contrast, Colorado and Oregon, states that also have legalized recreational use, banned collection of personal information. And officials in Washington, another state with legal weed, said building customer databases is not practiced there.

In addition to concerns about privacy and identity theft, the data collection also has caught the attention of Second Amendment proponents, because marijuana use by firearm owners is prohibited under federal law.

SIGN UP

Be the first to know. No one covers what is happening in our community better than we do. And with a digital subscription, you'll never miss a local story. SIGN ME UP!

A check of vendors closest to Fresno County (which has no recreational marijuana outlets) found none where a customer profile was not kept on dispensary computers. That includes an outlet in Woodlake in Tulare County as well as dispensaries in Stanislaus County, Salinas, Santa Cruz, Sacramento and the Bay Area.

When asked why customer profiles were created, several dispensary workers incorrectly stated the information was required under Proposition 64. Others cited it as a customer convenience. All said a customer who did not agree to the terms would be turned away. None of those queried would agree to provide a last name to a Fresno Bee reporter.

Valley Pure, the first legal recreational marijuana store in the region, has opened in Woodlake in Tulare County. Valley Pure

In Woodlake, a man who identified himself as the manager of Valley Pure, the first recreational dispensary in Tulare County, cited state law for the data collection. He would not identify himself and said inquiries about the data collection constituted ""harrassment.""





Jason Finfrock, the reported owner of Valley Pure, said Thursday that he would have no comment on the issue.

At the Green Door in San Francisco, an employee said, ""We will only ring you up if you come up on our profile.""

At Canna Cruz in Santa Cruz, a man who gave his first name as Ian said the information was required by law and added, ""if a person didn't want to do that, we would suggest they not shop at our dispensary.""

Similar responses came from workers at Flavors, in the Stanislaus County town of Riverbank, at People's Remedy in Modesto and Alpine Alternatives in Sacramento.

SHARE COPY LINK Proposition 64 establishes one ounce of marijuana, or 8 grams of cannabis concentrates, as the legal limit for recreational pot possession for adults over the age of 21. Here are examples of actual amounts of products someone could carry now that

Said Alex Traverso, chief of communications for California's Bureau of Cannabis Control:





""The state doesn't require that retail locations collect the personal information of customers. In our regulations, it says nothing of the sort.""

In comparison, under Colorado Amendment 64, requirements for a marijuana purchase requires nothing ""other than information typically acquired ... in a ... transaction at a retail liquor store.""







Oregon's state law, enacted in 2017, is more direct. It bans data collection and orders that any information collected by vendors be destroyed within 30 days.

Mikhail Carpenter, a spokesman for Washington's Liquor and Cannabis Board, said there is no requirement for data collection in his state.

""If you walk in, they may card you,"" as at a liquor store, he said.

Voters are considering a tax on marijuana sales in unincorporated areas of San Luis Obispo County in Tuesday's primary election. Mathew Sumner AP

Fresno attorney Brenda Linder, who has represented medical marijuana dispensaries, said the recreational outlets ""are probably taking more information than they need."" She added that it may be that dispensaries are taking information needed for sales of medical marijuana.





""It's a holdover from that model,"" she said. ""They are having a hard time shifting over (to recreational marijuana sales).""

Linder said it remains unclear how U.S. Attorney General Jeff Sessions, a foe of legal marijuana, will respond in the future to legalization of pot by states, and noted that firearms buyers who consume marijuana should be cautious.

""You either have to not possess (a gun) or make a horrible decision to lie on a firearms application,"" she said.





In 2011, the federal Bureau of Alcohol, Tobacco and Firearms notified gun dealers that marijuana users were prohibited from buying firearms.

In 2016, the federal Ninth Circuit Court of Appeals affirmed a district court ruling that a marijuana user in Nevada had no Second Amendment right to own a firearm.





In December, police in Honolulu gave gun owners who are registered as medical marijuana users 30 days to turn in their firearms, a move the chief later rescinded.

Brandon Combs, an attorney with the Firearms Policy Coalition, said firearms possession while being a marijuana user continues to have ""very serious consequences."" He scoffed at assertions by dispensaries that their data was private and would not be shared with anyone.





""If they are raided by federal authorities, and that (data) is seized, there could be real problem,"" for those in such a database, Combs said. ""It raises massive concerns."""
67,67,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/article212782749.html,Fresno pastors oppose city's draft marijuana rules,"Fresno pastors oppose city's draft marijuana rules

A group of Fresno, Calif. pastors are rallying opposition to legislation being drafted to regulate medical marijuana and allow dispensaries and manufacturing centers to operate."
68,68,CA,www.fresnobee.com,https://www.fresnobee.com/news/local/pot-in-california/article191681054.html,California Marijuana: Where to buy pot in the central San Joaquin Valley,"Marijuana company will begin operations at old Woodlake lumber yard in the new year

Green Bean Pharm will expand from a medicinal cannabis delivery service to a full medical and recreational cannabis dispensary service after the law changes on Jan. 1."
69,69,CA,www.fresnobee.com,https://www.fresnobee.com/opinion/editorials/article214406254.html,Prohibition and medical marijuana,"The Dec. 5, 1933 front page of The Bee declares the end of Prohibition. Fresno Bee file"
70,71,CA,www.pe.com,http://www.pe.com/eight-face-charges-after-murrieta-police-find-illegal-marijuana-grows,Eight face charges after Murrieta police find illegal marijuana grows,"Seven men and a woman are accused of illegally operating multiple indoor marijuana grows in Murrieta.

Jing Li, 37, Xue Geng Tang, 41, Shan Ye, 41, Huang Zi Zhang, 63, Lai Zi Zhang, 49, Sheng Zhong Zhang, 65, Tian Zhang, 43, and Xiuxia Zhu, 38, were arrested Friday afternoon following a Murrieta police investigation that began last month and were ordered to appear for arraignments.

The Chinese immigrants are all charged with illegal cultivation of marijuana, transportation of marijuana for sale, grand theft and utilities theft.

Each defendant was being held in lieu of $210,000 bail on Wednesday.

According to Murrieta police Lt. Mark Reid, the agency’s Special Enforcement Team became aware of alleged illicit commercial cannabis activity at three separate residences and gathered sufficient evidence to obtain search warrants for each location.

The first warrant was served on Aug. 2 and led to the seizure of 2,800 marijuana plants, as well as evidence that electrical circuitry had been re- routed, resulting in utilities losses of $46,000, Reid said.

He said two other properties — a house on Cardiff Road and a house on Raphael Drive — were targeted by investigators last Friday.

“Inside each of the locations, the team located large illegal marijuana grows and the theft of electricity,” the lieutenant said.

According to Reid, there were indications that an electrical fire had erupted in the garage of one home, but it had been extinguished before causing significant damage.

A total 7,000 cannabis plants in various stages of growth were seized by investigators, according to Reid, who said the estimated total loss stemming from the alleged utilities theft was $200,000.

The defendants were taken into custody at the residences without incident. None have documented prior felony convictions in Riverside County."
71,72,CA,www.pe.com,https://www.pe.com/tag/marijuana/,Marijuana – Press Enterprise,Here’s a look at what’s legal and what’s not when it comes to marijuana in California cities.
72,73,CA,www.pe.com,https://www.pe.com/2018/07/10/riverside-permanently-bans-marijuana-dispensaries-outdoor-growing/,"Riverside permanently bans marijuana dispensaries, outdoor growing","No marijuana dispensaries, no commercial marijuana cultivation and no outdoor growing of marijuana will be allowed in Riverside, the City Council decided Tuesday, July 10.

The permanent ban is set to go into effect Aug. 24, about two weeks before the city’s temporary moratorium with similar prohibitions expires.

The 4-3 vote still allows people to use marijuana and to grow up to six plants indoors. California voters decided through Proposition 64, which went into effect in January, that those uses couldn’t be banned. Voters in six of Riverside’s seven wards voted in favor of the state law.

Riverside, though, now bans almost everything marijuana-related that state law allows it to ban. One exception is that cannabis testing will continue to be permitted.

Previously, the city allowed four marijuana plants outside and four more inside, if they were for personal use.

The council’s two-hour debate came after several workshops beginning more than a year ago. Most recently, in March, the council heard a report from Denver police officers and a delegation of Riverside officials who traveled to the Colorado capital to study the effects of marijuana legalization there.

Councilmen Mike Gardner, Andy Melendrez and Mike Soubirous voted against the ban Tuesday. They voted instead for a motion that would have allowed the city to create a new moratorium while it studied the effects of legalization in nearby cities such as Moreno Valley as well as Oregon and Washington. In March, the Moreno Valley City Council voted to approve 27 commercial pot enterprises — eight of them dispensaries.

Riverside City Councilman Chuck Conder, whose ward voted against Proposition 64, said the ban would allow residents who need medical marijuana to get it from other cities, while limiting the crime he associated with marijuana.

“The cost of doing this is not worth the soul of Riverside,” he said. “If they want to go somewhere else to do it, then go.”

In March, officials presented a grim picture of Denver’s legalization, with dramatically increased police staffing struggling to keep up with marijuana-related crime.

Several council members said Tuesday that the presentation seemed one-sided, with Melendrez calling it “scare tactics” and “reefer madness.”

Alex Chrystall, a resident of Conder’s ward, said the meeting left many unanswered questions.

“As an educator, I’m a fierce advocate of critical thinking, and I was alarmed in March by the lack of clear answers and questions,” she told the council Tuesday.

For instance, she said, if allowing marijuana caused such a disaster in Denver, why do voters there continue to support it?

“Why has the City continued its legalization for the past four years?” she said. “If it is such a bad deal, why aren’t the citizens calling for it to be undone?”

Perhaps, she said, it was because the $2.1 million spent on enforcement is dwarfed by the $22.7 million the city collects in marijuana taxes, on top of the state’s marijuana revenues.

Other residents, including Cindy Roth, president and CEO of the Greater Riverside Chambers of Commerce, said they supported the ban.

“We heard from many of our businesses about the problems they had in the strip centers next to them (when dispensaries opened),” she said. “Fights breaking out, paraphernalia left out, places where people thought there was a dispensary broken into.”

The city’s Planning Commission voted in May against the change. Planning commissioners said they were frustrated they were asked to vote without receiving the information given to the City Council, according to a summary by David Murray, the city’s principal planner."
73,74,CA,www.pe.com,https://www.pe.com/2018/06/18/a-proposed-law-would-allow-many-marijuana-business-in-unincorporated-riverside-county/,A proposed law would allow many marijuana businesses in unincorporated Riverside County,"Riverside County is considering a cannabis ordinance that would be among the most permissive in California, allowing just about every type of marijuana business permitted by state law to operate in unincorporated areas.

A draft of the ordinance is set to come before the county Planning Commission at 9 a.m. Wednesday, June 20. The commission will discuss the policies and decide whether to recommend them for approval by the county Board of Supervisors; it’s not clear when, or if, the board will consider the ordinance.

Though Prop. 64 made it legal in California for adults to use cannabis recreationally, the law also gives cities and counties the authority to regulate or ban most other marijuana activities within their borders. The idea of legal cannabis is less popular in Riverside County than in many other parts of the state; just 51 percent of voters in the county voted in favor of Prop. 64, compared with 57 percent approval statewide.

The ordinance being discussed for Riverside County’s unincorporated areas would allow businesses to grow, manufacture, test, distribute and sell marijuana products for both the medical and recreational markets. It also would permit cannabis delivery services, microbusinesses that do multiple activities and cannabis-themed festivals.

There are 58 pages of rules that businesses would need to comply with if they want to set up shop in unincorporated Riverside County. And those rules are in addition to 284 pages of rules issued by the three state agencies charged with regulating the cannabis industry in California.

Cultivation, for example, would only be allowed indoors. All businesses would need major security and odor-control systems. Employees would need to be at least 21 and pass background checks. Also, in Riverside County, retailers would be required to have separate entrances for medical and recreational customers.

The ordinance doesn’t appear to include a cap on the number of businesses allowed in any of the categories. But there are restrictions on zoning.

And the county ordinance would bump up the mandatory distance between marijuana businesses and schools, day care centers or parks, with 1,000-foot separations required rather than the 600-foot requirement in state law. Both moves will limit the number of cannabis businesses allowed in Riverside County simply based on where viable property is available.

To keep county staff from being overwhelmed, officials at a March board workshop suggest limiting the number of dispensary permits in the first year to 19, with a 50-permit limit for growers.

The rules drew criticism from members of the public at the workshop. Many objected to the first-year limit on permits, while others took issue with restrictions on outdoor growing.

The ordinance doesn’t make mention of permitting cannabis lounges, where people can consume marijuana socially the way they can drink alcohol in a bar. The lounges are important, industry advocates say, since Proposition 64 banned all public cannabis consumption and gives landlords the right to regulate marijuana use on private property. That means renters, tourists, and others are often left without a legal place to consume cannabis in California.

The state doesn’t license cannabis lounges, but cities and counties can choose to welcome them. So far, Palm Springs, Desert Hot Springs and West Hollywood are among the only places in Southern California with policies in place to allow for cannabis lounges.

Pot events

One permit that might draw a lot of interest in Riverside County is the one that would allow temporary cannabis events to take place.

Under ew state laws, festivals that let guests buy and consume marijuana onsite must be held on one of the 80 county fairgrounds and agricultural districts scattered throughout the state. And event organizers must first get written permission from the local city council, if the venue is in a city boundary, or the county board of supervisors if it’s in an unincorporated area.

The state-owned Lake Perris fairground is in unincorporated Riverside County, which means the county has authority to approve cannabis festivals at the site. With venues in San Bernardino, Los Angeles, Orange and San Diego counties so far not welcoming to weed-themed events, this ordinance sets Lake Perris fairgrounds up to become a future hot-spot for cannabis festivals in Southern California.

The ordinance would apply only to businesses that are outside incorporated cities in Riverside County. Anyone who wants to open a marijuana business inside city boundaries would have to comply with that city’s rules for the industry.

If the ordinance passes, Riverside County would be among just 13 percent of California cities and counties that permit recreational marijuana sales.

Only Humboldt, Inyo and Del Norte counties would have slightly more permissive rules on the books, according to a Southern California News Group database of local marijuana policies. Those counties allow adults 21 and over to cultivate up to six cannabis plants for personal use at home indoors or outdoors, while Riverside County blocks all outdoor marijuana gardens.

Imperial County is the only other county in Southern California with such permissive policies on the books.

Complicated issue

Whether and how to regulate marijuana commerce in unincorporated communities has been a thorny issue for the five elected supervisors. Dispensaries, crops and the like are currently banned in unincorporated areas, with a limited exemption for medicinal marijuana.

While several supervisors opposed Prop. 64, there’s also a recognition that cannabis businesses are an unregulated fact of life in areas of the county that aren’t part of a city. The push to regulate cannabis businesses stems largely from the desire to crack down on problems caused, for example, by growers who steal water and electricity and generate noxious odors that annoy neighbors.

The board also has heard from cannabis entrepreneurs who see the potential for a booming new industry in the county’s vast swaths of rural acreage.

Originally, the board planned to put a ballot measure before voters in November that would have imposed a local tax on marijuana to pay for regulatory efforts. If the tax failed, the ban on marijuana would have stayed in place.

In March, supervisors voted 3-2 to ditch the tax and use fees from individual agreements with developers to fund enforcement efforts for the new ordinance. That concerns Lanny Swerdlow, a longtime marijuana activist from Whitewater.

“If the ‘fee’ looks like a tax, walks like a tax and smells like a tax then it is a tax and bypassing a vote by calling a tax a ‘community benefit fee’ or any other name is forbidden by Prop. 218,” which requires voter approval of local taxes, Swerdlow wrote in a blog post.

Supervisor Chuck Washington, who championed the developer agreement plan, argued a ballot measure, estimated to cost $750,000, was too costly and allowed all votes in a county of 2.4 million to decide land-use law for 379,000 people who live in unincorporated areas.

IF YOU GO

The Riverside County Planning Commission, in a public meeting, will review a proposed ordinance that would allow and regulate marijuana commerce in the county’s unincorporated areas.

The county Board of Supervisors will have the final say on whether the ordinance becomes law.

When: 9 a.m. Wednesday, June 20.

Where: First-floor board chambers, County Administrative Center, 4080 Lemon St., Riverside."
74,75,CA,www.pe.com,https://www.pe.com/2018/01/03/what-are-the-marijuana-laws-in-your-california-city-explore-our-database-of-local-cannabis-policies/,What are the marijuana laws in your California city? Explore our database of local cannabis policies,"With a patchwork of marijuana laws spread throughout California, reporters from this news organization have spent months collecting policy information from all 482 cities and 58 counties in the state.

We wanted a way for individuals to be able to see the specific policies in the cities where they live, work and visit. And we wanted businesses to be able to see where they could open, how tax rates compare and more.

Readers can sort this local marijuana policy data alphabetically or by score (points) that show how lenient a city is (higher points) or how strict a city is with its marijuana regulations (low points). They can also filter searches by county or by which places allow which business types, from recreational sales to medical testing labs (more on those types below the database). And they can select certain cities for side-by-side comparisons of their policies.

And remember, each city’s regulations are likely to change over time as the state adapts to the new system. We will be updating this database as things change.

For more California cannabis news, check out The Cannifornian. Or sign up for The Cannifornian newsletter.

Here’s a look at what’s legal and what’s not when it comes to marijuana in California cities.

Glossary of terms

Medical sales: Stores that can sell marijuana products to customers who have doctor’s recommendations

Stores that can sell marijuana products to customers who have doctor’s recommendations Medical commercial grows: Cultivation facilities that grow cannabis for the medical market

Cultivation facilities that grow cannabis for the medical market Medical testing: Labs that test medical marijuana products for purity and potency

Labs that test medical marijuana products for purity and potency Medical distribution: Transports medical cannabis and cannabis products between licensees, such as from cultivators to retailers

Transports medical cannabis and cannabis products between licensees, such as from cultivators to retailers Medical manufacturing: Facilities that use raw cannabis to make medical marijuana products, such as edibles and concentrates

Facilities that use raw cannabis to make medical marijuana products, such as edibles and concentrates Recreational sales: Stores that can sell marijuana products to anyone 21 and older with a valid ID

Stores that can sell marijuana products to anyone 21 and older with a valid ID Recreational commercial grows: Cultivation facilities that grow cannabis for the recreational market

Cultivation facilities that grow cannabis for the recreational market Recreational testing: Labs that test medical marijuana products for purity and potency

Labs that test medical marijuana products for purity and potency Recreational distribution: Transports recreational cannabis and cannabis products between licensees, such as from cultivators to retailers

Transports recreational cannabis and cannabis products between licensees, such as from cultivators to retailers Recreational manufacturing: Facilities that use raw cannabis to make recreational marijuana products, such as edibles and concentrates

About this project

Marijuana laws in California can vary widely from one city to the next, making it tough for residents to know where they can shop for legal cannabis, open a marijuana business or even what they can do in their own homes.

That’s because, while Californians have been free to carry up to an ounce of marijuana and consume it in private since Proposition 64 passed in November 2016, state law gives local governments full authority to regulate or ban most other marijuana activity in their borders.

We asked about local rules for all types of cannabis businesses, since cities (or counties, if the proposed address is in an unincorporated area) can choose to regulate these operations or ban them entirely.

We also asked cities and counties about regulations they’ve imposed on the right (per Prop. 64) of residents 21 and older to grow up to six marijuana plants per home out of public view, since local governments can ban outdoor gardens and add other “reasonable” regulations.

We used the policy information to give cities and counties a score from zero to 100, with zero for cities that are as strict as they can be under state law and 100 for cities that are the most permissive. (Learn more about that methodology here.)

A patchwork of municipal codes can be seen in the map below, with concentrations of high-scoring, cannabis-friendly cities found in central Los Angeles County and the county seats of Orange, Riverside and San Bernardino. Cities in the Coachella Valley and elsewhere in the desert also have opted to nurture marijuana businesses.

Citizens of some cities heavily favored Proposition 64 in 2016 — others largely opposed it. The following graph shows how residents’ votes on the new state law jibe with that city’s home grow and business regulations, from the city of Industry, where there was little enthusiasm for Proposition 64 and local marijuana rules are strict, to Palm Springs, where nearly three-in-four voted for the initiative and every type of cannabis business can set up shop.

What’s next?

We’ll be updating the database frequently, with cities and counties passing new cannabis regulations each week.

See information that you believe is incorrect or needs to be updated? Email us at MJDatabase@scng.com and we’ll take a look.

Read More

Where to legally buy recreational marijuana in California

Here are the rules for legal marijuana in California now that the law is in effect

10 steps to starting a marijuana business in California

15 FAQs about California marijuana laws"
75,76,CA,www.pe.com,https://www.pe.com/2018/07/07/a-tale-of-marijuana-in-two-inland-cities/,A tale of marijuana in two Inland cities,"Governments across the Inland Empire are continuing to grapple with the problem of marijuana prohibition versus regulation, even after majorities of voters in both Riverside and San Bernardino counties backed statewide legalization in 2016.

Voters, in approving Proposition 64, made their thoughts clear on the issue of whether the farce of marijuana prohibition should continue or not. While some Inland communities, like Palm Springs, were well ahead of the pack long before Proposition 64 was passed by permitting medical marijuana dispensaries, most others are still lagging behind.

Take, for example, the city of Riverside. Most voters supported marijuana legalization. Yet on July 10, the city council will discuss prohibition of all marijuana businesses except for laboratory testing facilities. On May 31, the city’s own planning commission rejected the proposal to prohibit marijuana, but Councilmen Chuck Conder and Steve Adams want to ignore the views of the public and proceed with prohibition anyway.

While they’re understandably concerned with the potential public safety impacts of broader, legal access to marijuana, pretending prohibition in Riverside will keep marijuana out of the city is obviously mistaken. People will continue to purchase marijuana in and around Riverside on a legal and illegal basis, and consume it.

Related Articles California’s legislative leaders want to milk more campaign money

After 65 years, US and North Korea should end state of war

The great California school squeeze

No apologies necessary for being a Catholic — the Church needs to apologize

California takes the prize for environmental virtue signaling — but not much else The question is whether Riverside wants to bring the black market above ground and collect revenues from legal businesses to help mitigate any deleterious impacts of legal marijuana. That’s the matter at hand.

Meanwhile, in the city of San Bernardino, marijuana legalization and regulation continues to be an overly complicated matter. Back in 2014, City Attorney Gary Saenz sought to “present a plan which essentially acknowledges the futility and high cost” of prohibition. Just as it appeared that effort was gaining momentum, it was silently killed.

Fast forward four years later, majorities of San Bernardino voters have approved two legalization measures for the city, the prevailing measure was struck down in court, the city has put in place ordinances of their own and now they’re facing legal challenges and the prospect of even more ballot initiatives.

Such a disjointed state of affairs is unfortunately one consequence of governments failing to heed the wishes of the public, accept the futility of prohibition and make legalization work."
